payment_id_a,payment_id_b,customer_id,order_id_a,order_id_b,amount_a,amount_b,created_at_a,created_at_b,status_a,status_b,method_a,method_b,time_gap_seconds,scenario,confidence_score,is_double_capture,refundable_amount
pay_901949,pay_901950,cust_00146,order_701325,order_701325,9999,9999,1787531497,1787531616,captured,captured,upi,upi,119,Failed UPI Retry,93.5,True,9999
pay_901857,pay_901858,cust_00086,order_701279,order_701279,19999,19999,1787583878,1787583980,captured,captured,upi,upi,102,Failed UPI Retry,93.5,True,19999
pay_902127,pay_902128,cust_00086,order_701414,order_701414,14999,14999,1787561594,1787561636,captured,captured,upi,upi,42,Failed UPI Retry,93.5,True,14999
pay_901861,pay_901862,cust_00085,order_701281,order_701281,249999,249999,1787573836,1787573952,captured,captured,upi,upi,116,Failed UPI Retry,93.5,True,249999
pay_901805,pay_901806,cust_00085,order_701253,order_701253,299999,299999,1787530596,1787530639,captured,captured,upi,upi,43,Failed UPI Retry,93.5,True,299999
pay_901499,pay_901500,cust_00084,order_701100,order_701100,4999,4999,1787652712,1787652745,captured,captured,upi,upi,33,Network Timeout Retry,93.5,True,4999
pay_901969,pay_901970,cust_00084,order_701335,order_701335,49999,49999,1787627666,1787627734,captured,captured,upi,upi,68,Failed UPI Retry,93.5,True,49999
pay_902841,pay_902842,cust_00089,order_702091,order_702092,34999,34999,1787603160,1787603207,failed,captured,upi,upi,47,Gateway Retry with Different IDs,93.5,False,0
pay_902647,pay_900334,cust_00078,order_701897,order_700334,7499,7499,1787566836,1787566944,captured,captured,upi,card,108,Multiple Browser Tabs Checkout,93.5,True,7499
pay_901495,pay_901496,cust_00077,order_701098,order_701098,12499,12499,1787668804,1787668846,captured,captured,netbanking,netbanking,42,Network Timeout Retry,93.5,True,12499
pay_901449,pay_901450,cust_00077,order_701075,order_701075,4999,4999,1787653329,1787653363,captured,captured,wallet,wallet,34,Network Timeout Retry,93.5,True,4999
pay_902055,pay_902056,cust_00149,order_701378,order_701378,34999,34999,1787681629,1787681669,captured,captured,upi,upi,40,Failed UPI Retry,93.5,True,34999
pay_902065,pay_902066,cust_00149,order_701383,order_701383,14999,14999,1787621374,1787621447,captured,captured,upi,upi,73,Failed UPI Retry,93.5,True,14999
pay_901323,pay_901324,cust_00148,order_701012,order_701012,14999,14999,1787682375,1787682408,captured,captured,wallet,wallet,33,Network Timeout Retry,93.5,True,14999
pay_901875,pay_901876,cust_00148,order_701288,order_701288,99999,99999,1787572762,1787572837,captured,captured,upi,upi,75,Failed UPI Retry,93.5,True,99999
pay_901317,pay_901318,cust_00148,order_701009,order_701009,4999,4999,1787545687,1787545718,captured,captured,netbanking,netbanking,31,Network Timeout Retry,93.5,True,4999
pay_902051,pay_902052,cust_00148,order_701376,order_701376,19999,19999,1787521223,1787521257,captured,captured,upi,upi,34,Failed UPI Retry,93.5,True,19999
pay_901873,pay_901874,cust_00081,order_701287,order_701287,49999,49999,1787608042,1787608098,captured,captured,upi,upi,56,Failed UPI Retry,93.5,True,49999
pay_901491,pay_901492,cust_00080,order_701096,order_701096,299999,299999,1787542849,1787542887,captured,captured,netbanking,netbanking,38,Network Timeout Retry,93.5,True,299999
pay_901781,pay_901782,cust_00079,order_701241,order_701241,14999,14999,1787641613,1787641700,captured,captured,upi,upi,87,Failed UPI Retry,93.5,True,14999
pay_901993,pay_901994,cust_00084,order_701347,order_701347,34999,34999,1787626895,1787626932,captured,captured,upi,upi,37,Failed UPI Retry,93.5,True,34999
pay_901727,pay_901728,cust_00084,order_701214,order_701214,249999,249999,1787594505,1787594566,captured,captured,upi,upi,61,Failed UPI Retry,93.5,True,249999
pay_901575,pay_901576,cust_00084,order_701138,order_701138,249999,249999,1787586694,1787586729,captured,captured,netbanking,netbanking,35,Network Timeout Retry,93.5,True,249999
pay_901533,pay_901534,cust_00083,order_701117,order_701117,149999,149999,1787629193,1787629225,captured,captured,card,card,32,Network Timeout Retry,93.5,True,149999
pay_901965,pay_901966,cust_00073,order_701333,order_701333,199999,199999,1787575682,1787575785,captured,captured,upi,upi,103,Failed UPI Retry,93.5,True,199999
pay_901657,pay_901658,cust_00073,order_701179,order_701179,12499,12499,1787524614,1787524649,captured,captured,netbanking,netbanking,35,Network Timeout Retry,93.5,True,12499
pay_901797,pay_901798,cust_00072,order_701249,order_701249,74999,74999,1787624069,1787624125,captured,captured,upi,upi,56,Failed UPI Retry,93.5,True,74999
pay_901375,pay_901376,cust_00072,order_701038,order_701038,34999,34999,1787614180,1787614213,captured,captured,upi,upi,33,Network Timeout Retry,93.5,True,34999
pay_901677,pay_901678,cust_00071,order_701189,order_701189,199999,199999,1787623578,1787623621,captured,captured,card,card,43,Network Timeout Retry,93.5,True,199999
pay_901795,pay_901796,cust_00154,order_701248,order_701248,4999,4999,1787557727,1787557827,captured,captured,upi,upi,100,Failed UPI Retry,93.5,True,4999
pay_901735,pay_901736,cust_00153,order_701218,order_701218,49999,49999,1787606201,1787606321,captured,captured,upi,upi,120,Failed UPI Retry,93.5,True,49999
pay_901547,pay_901548,cust_00152,order_701124,order_701124,14999,14999,1787578747,1787578781,captured,captured,card,card,34,Network Timeout Retry,93.5,True,14999
pay_902133,pay_902134,cust_00151,order_701417,order_701417,199999,199999,1787549124,1787549197,captured,captured,upi,upi,73,Failed UPI Retry,93.5,True,199999
pay_901239,pay_901240,cust_00150,order_700970,order_700970,249999,249999,1787623132,1787623163,captured,captured,upi,upi,31,Network Timeout Retry,93.5,True,249999
pay_902073,pay_902074,cust_00075,order_701387,order_701387,9999,9999,1787521545,1787521651,captured,captured,upi,upi,106,Failed UPI Retry,93.5,True,9999
pay_901831,pay_901832,cust_00074,order_701266,order_701266,24999,24999,1787620649,1787620719,captured,captured,upi,upi,70,Failed UPI Retry,93.5,True,24999
pay_901783,pay_901784,cust_00074,order_701242,order_701242,99999,99999,1787546665,1787546711,captured,captured,upi,upi,46,Failed UPI Retry,93.5,True,99999
pay_901989,pay_901990,cust_00079,order_701345,order_701345,24999,24999,1787527469,1787527512,captured,captured,upi,upi,43,Failed UPI Retry,93.5,True,24999
pay_901747,pay_901748,cust_00078,order_701224,order_701224,199999,199999,1787658454,1787658543,captured,captured,upi,upi,89,Failed UPI Retry,93.5,True,199999
pay_902648,pay_900334,cust_00078,order_701898,order_700334,7499,7499,1787566846,1787566944,captured,captured,upi,card,98,Multiple Browser Tabs Checkout,93.5,True,7499
pay_901809,pay_901810,cust_00157,order_701255,order_701255,99999,99999,1787634934,1787635040,captured,captured,upi,upi,106,Failed UPI Retry,93.5,True,99999
pay_902125,pay_902126,cust_00157,order_701413,order_701413,299999,299999,1787628118,1787628182,captured,captured,upi,upi,64,Failed UPI Retry,93.5,True,299999
pay_902171,pay_902172,cust_00157,order_701436,order_701436,24999,24999,1787546276,1787546368,captured,captured,upi,upi,92,Failed UPI Retry,93.5,True,24999
pay_902853,pay_902854,cust_00156,order_702103,order_702104,34999,34999,1787652555,1787652596,failed,captured,card,card,41,Gateway Retry with Different IDs,93.5,False,0
pay_902703,pay_902704,cust_00156,order_701953,order_701954,99999,99999,1787516367,1787516409,failed,captured,card,card,42,Gateway Retry with Different IDs,93.5,False,0
pay_901303,pay_901304,cust_00154,order_701002,order_701002,49999,49999,1787621746,1787621782,captured,captured,upi,upi,36,Network Timeout Retry,93.5,True,49999
pay_902159,pay_902160,cust_00071,order_701430,order_701430,199999,199999,1787589224,1787589339,captured,captured,upi,upi,115,Failed UPI Retry,93.5,True,199999
pay_901919,pay_901920,cust_00071,order_701310,order_701310,49999,49999,1787570590,1787570676,captured,captured,upi,upi,86,Failed UPI Retry,93.5,True,49999
pay_901923,pay_901924,cust_00071,order_701312,order_701312,7499,7499,1787518077,1787518186,captured,captured,upi,upi,109,Failed UPI Retry,93.5,True,7499
pay_901411,pay_901412,cust_00070,order_701056,order_701056,299999,299999,1787650393,1787650438,captured,captured,wallet,wallet,45,Network Timeout Retry,93.5,True,299999
pay_901721,pay_901722,cust_00070,order_701211,order_701211,24999,24999,1787553898,1787554013,captured,captured,upi,upi,115,Failed UPI Retry,93.5,True,24999
pay_901887,pay_901888,cust_00070,order_701294,order_701294,24999,24999,1787530440,1787530500,captured,captured,upi,upi,60,Failed UPI Retry,93.5,True,24999
pay_902771,pay_902772,cust_00069,order_702021,order_702022,74999,74999,1787531031,1787531068,failed,captured,wallet,wallet,37,Gateway Retry with Different IDs,93.5,False,0
pay_901241,pay_901242,cust_00068,order_700971,order_700971,9999,9999,1787674823,1787674857,captured,captured,netbanking,netbanking,34,Network Timeout Retry,93.5,True,9999
pay_902107,pay_902108,cust_00068,order_701404,order_701404,199999,199999,1787657056,1787657092,captured,captured,upi,upi,36,Failed UPI Retry,93.5,True,199999
pay_902717,pay_902718,cust_00073,order_701967,order_701968,299999,299999,1787621355,1787621413,failed,captured,netbanking,netbanking,58,Gateway Retry with Different IDs,93.5,False,0
pay_901487,pay_901488,cust_00064,order_701094,order_701094,149999,149999,1787549859,1787549897,captured,captured,card,card,38,Network Timeout Retry,93.5,True,149999
pay_901643,pay_901644,cust_00063,order_701172,order_701172,74999,74999,1787665561,1787665602,captured,captured,upi,upi,41,Network Timeout Retry,93.5,True,74999
pay_901973,pay_901974,cust_00062,order_701337,order_701337,74999,74999,1787557551,1787557601,captured,captured,upi,upi,50,Failed UPI Retry,93.5,True,74999
pay_902021,pay_902022,cust_00161,order_701361,order_701361,19999,19999,1787638435,1787638516,captured,captured,upi,upi,81,Failed UPI Retry,93.5,True,19999
pay_902705,pay_902706,cust_00159,order_701955,order_701956,24999,24999,1787684357,1787684409,failed,captured,netbanking,netbanking,52,Gateway Retry with Different IDs,93.5,False,0
pay_901859,pay_901860,cust_00158,order_701280,order_701280,4999,4999,1787659218,1787659272,captured,captured,upi,upi,54,Failed UPI Retry,93.5,True,4999
pay_901707,pay_901708,cust_00158,order_701204,order_701204,14999,14999,1787620089,1787620197,captured,captured,upi,upi,108,Failed UPI Retry,93.5,True,14999
pay_901943,pay_901944,cust_00158,order_701322,order_701322,19999,19999,1787569431,1787569486,captured,captured,upi,upi,55,Failed UPI Retry,93.5,True,19999
pay_901457,pay_901458,cust_00068,order_701079,order_701079,7499,7499,1787623497,1787623528,captured,captured,wallet,wallet,31,Network Timeout Retry,93.5,True,7499
pay_902093,pay_902094,cust_00067,order_701397,order_701397,199999,199999,1787636535,1787636627,captured,captured,upi,upi,92,Failed UPI Retry,93.5,True,199999
pay_902077,pay_902078,cust_00067,order_701389,order_701389,4999,4999,1787624184,1787624288,captured,captured,upi,upi,104,Failed UPI Retry,93.5,True,4999
pay_901833,pay_901834,cust_00067,order_701267,order_701267,49999,49999,1787614826,1787614935,captured,captured,upi,upi,109,Failed UPI Retry,93.5,True,49999
pay_901957,pay_901958,cust_00067,order_701329,order_701329,299999,299999,1787578245,1787578298,captured,captured,upi,upi,53,Failed UPI Retry,93.5,True,299999
pay_902167,pay_902168,cust_00067,order_701434,order_701434,249999,249999,1787561175,1787561261,captured,captured,upi,upi,86,Failed UPI Retry,93.5,True,249999
pay_902087,pay_902088,cust_00066,order_701394,order_701394,4999,4999,1787643560,1787643667,captured,captured,upi,upi,107,Failed UPI Retry,93.5,True,4999
pay_902129,pay_902130,cust_00066,order_701415,order_701415,99999,99999,1787616387,1787616476,captured,captured,upi,upi,89,Failed UPI Retry,93.5,True,99999
pay_902113,pay_902114,cust_00060,order_701407,order_701407,24999,24999,1787633551,1787633630,captured,captured,upi,upi,79,Failed UPI Retry,93.5,True,24999
pay_901841,pay_901842,cust_00060,order_701271,order_701271,149999,149999,1787565637,1787565691,captured,captured,upi,upi,54,Failed UPI Retry,93.5,True,149999
pay_901709,pay_901710,cust_00060,order_701205,order_701205,74999,74999,1787555562,1787555679,captured,captured,upi,upi,117,Failed UPI Retry,93.5,True,74999
pay_901955,pay_901956,cust_00060,order_701328,order_701328,12499,12499,1787540276,1787540384,captured,captured,upi,upi,108,Failed UPI Retry,93.5,True,12499
pay_902777,pay_902778,cust_00058,order_702027,order_702028,99999,99999,1787676260,1787676303,failed,captured,upi,upi,43,Gateway Retry with Different IDs,93.5,False,0
pay_901719,pay_901720,cust_00058,order_701210,order_701210,4999,4999,1787586045,1787586076,captured,captured,upi,upi,31,Failed UPI Retry,93.5,True,4999
pay_901211,pay_901212,cust_00058,order_700956,order_700956,49999,49999,1787576422,1787576464,captured,captured,wallet,wallet,42,Network Timeout Retry,93.5,True,49999
pay_901941,pay_901942,cust_00162,order_701321,order_701321,249999,249999,1787634694,1787634781,captured,captured,upi,upi,87,Failed UPI Retry,93.5,True,249999
pay_901437,pay_901438,cust_00162,order_701069,order_701069,149999,149999,1787605895,1787605930,captured,captured,wallet,wallet,35,Network Timeout Retry,93.5,True,149999
pay_902899,pay_902900,cust_00162,order_702149,order_702150,149999,149999,1787587897,1787587950,failed,captured,netbanking,netbanking,53,Gateway Retry with Different IDs,93.5,False,0
pay_902779,pay_902780,cust_00162,order_702029,order_702030,99999,99999,1787565674,1787565711,failed,captured,card,card,37,Gateway Retry with Different IDs,93.5,False,0
pay_901675,pay_901676,cust_00161,order_701188,order_701188,14999,14999,1787687549,1787687580,captured,captured,upi,upi,31,Network Timeout Retry,93.5,True,14999
pay_902085,pay_902086,cust_00065,order_701393,order_701393,9999,9999,1787621851,1787621916,captured,captured,upi,upi,65,Failed UPI Retry,93.5,True,9999
pay_901387,pay_901388,cust_00065,order_701044,order_701044,49999,49999,1787584285,1787584322,captured,captured,card,card,37,Network Timeout Retry,93.5,True,49999
pay_902143,pay_902144,cust_00065,order_701422,order_701422,12499,12499,1787521323,1787521432,captured,captured,upi,upi,109,Failed UPI Retry,93.5,True,12499
pay_902741,pay_902742,cust_00064,order_701991,order_701992,199999,199999,1787632411,1787632442,failed,captured,wallet,wallet,31,Gateway Retry with Different IDs,93.5,False,0
pay_901785,pay_901786,cust_00052,order_701243,order_701243,4999,4999,1787623019,1787623081,captured,captured,upi,upi,62,Failed UPI Retry,93.5,True,4999
pay_901273,pay_901274,cust_00167,order_700987,order_700987,74999,74999,1787560594,1787560626,captured,captured,netbanking,netbanking,32,Network Timeout Retry,93.5,True,74999
pay_901865,pay_901866,cust_00166,order_701283,order_701283,9999,9999,1787598643,1787598753,captured,captured,upi,upi,110,Failed UPI Retry,93.5,True,9999
pay_901753,pay_901754,cust_00166,order_701227,order_701227,34999,34999,1787531069,1787531163,captured,captured,upi,upi,94,Failed UPI Retry,93.5,True,34999
pay_902755,pay_902756,cust_00165,order_702005,order_702006,14999,14999,1787653361,1787653418,failed,captured,netbanking,netbanking,57,Gateway Retry with Different IDs,93.5,False,0
pay_901953,pay_901954,cust_00165,order_701327,order_701327,149999,149999,1787647891,1787647981,captured,captured,upi,upi,90,Failed UPI Retry,93.5,True,149999
pay_902123,pay_902124,cust_00164,order_701412,order_701412,19999,19999,1787680669,1787680754,captured,captured,upi,upi,85,Failed UPI Retry,93.5,True,19999
pay_902183,pay_902184,cust_00164,order_701442,order_701442,4999,4999,1787676645,1787676760,captured,captured,upi,upi,115,Failed UPI Retry,93.5,True,4999
pay_901851,pay_901852,cust_00164,order_701276,order_701276,12499,12499,1787634676,1787634738,captured,captured,upi,upi,62,Failed UPI Retry,93.5,True,12499
pay_901237,pay_901238,cust_00057,order_700969,order_700969,249999,249999,1787619266,1787619306,captured,captured,wallet,wallet,40,Network Timeout Retry,93.5,True,249999
pay_902175,pay_902176,cust_00056,order_701438,order_701438,74999,74999,1787626610,1787626696,captured,captured,upi,upi,86,Failed UPI Retry,93.5,True,74999
pay_902147,pay_902148,cust_00056,order_701424,order_701424,74999,74999,1787625702,1787625822,captured,captured,upi,upi,120,Failed UPI Retry,93.5,True,74999
pay_901891,pay_901892,cust_00056,order_701296,order_701296,49999,49999,1787567681,1787567725,captured,captured,upi,upi,44,Failed UPI Retry,93.5,True,49999
pay_902019,pay_902020,cust_00061,order_701360,order_701360,24999,24999,1787636785,1787636865,captured,captured,upi,upi,80,Failed UPI Retry,93.5,True,24999
pay_901981,pay_901982,cust_00061,order_701341,order_701341,9999,9999,1787629940,1787629979,captured,captured,upi,upi,39,Failed UPI Retry,93.5,True,9999
pay_901791,pay_901792,cust_00061,order_701246,order_701246,12499,12499,1787617196,1787617286,captured,captured,upi,upi,90,Failed UPI Retry,93.5,True,12499
pay_901683,pay_901684,cust_00169,order_701192,order_701192,9999,9999,1787641566,1787641597,captured,captured,card,card,31,Network Timeout Retry,93.5,True,9999
pay_902091,pay_902092,cust_00169,order_701396,order_701396,34999,34999,1787579337,1787579389,captured,captured,upi,upi,52,Failed UPI Retry,93.5,True,34999
pay_902807,pay_902808,cust_00169,order_702057,order_702058,149999,149999,1787567765,1787567814,failed,captured,wallet,wallet,49,Gateway Retry with Different IDs,93.5,False,0
pay_901777,pay_901778,cust_00169,order_701239,order_701239,249999,249999,1787541376,1787541424,captured,captured,upi,upi,48,Failed UPI Retry,93.5,True,249999
pay_901661,pay_901662,cust_00169,order_701181,order_701181,19999,19999,1787518738,1787518780,captured,captured,card,card,42,Network Timeout Retry,93.5,True,19999
pay_901551,pay_901552,cust_00168,order_701126,order_701126,34999,34999,1787596321,1787596356,captured,captured,card,card,35,Network Timeout Retry,93.5,True,34999
pay_902751,pay_902752,cust_00168,order_702001,order_702002,74999,74999,1787571586,1787571642,failed,captured,wallet,wallet,56,Gateway Retry with Different IDs,93.5,False,0
pay_902763,pay_902764,cust_00168,order_702013,order_702014,9999,9999,1787567030,1787567067,failed,captured,card,card,37,Gateway Retry with Different IDs,93.5,False,0
pay_901663,pay_901664,cust_00167,order_701182,order_701182,24999,24999,1787684749,1787684780,captured,captured,upi,upi,31,Network Timeout Retry,93.5,True,24999
pay_901723,pay_901724,cust_00052,order_701212,order_701212,199999,199999,1787550789,1787550841,captured,captured,upi,upi,52,Failed UPI Retry,93.5,True,199999
pay_901543,pay_901544,cust_00050,order_701122,order_701122,7499,7499,1787614112,1787614153,captured,captured,card,card,41,Network Timeout Retry,93.5,True,7499
pay_901917,pay_901918,cust_00054,order_701309,order_701309,19999,19999,1787550097,1787550163,captured,captured,upi,upi,66,Failed UPI Retry,93.5,True,19999
pay_901825,pay_901826,cust_00054,order_701263,order_701263,74999,74999,1787525495,1787525598,captured,captured,upi,upi,103,Failed UPI Retry,93.5,True,74999
pay_902003,pay_902004,cust_00053,order_701352,order_701352,99999,99999,1787667060,1787667128,captured,captured,upi,upi,68,Failed UPI Retry,93.5,True,99999
pay_901201,pay_901202,cust_00053,order_700951,order_700951,49999,49999,1787582503,1787582547,captured,captured,netbanking,netbanking,44,Network Timeout Retry,93.5,True,49999
pay_902769,pay_902770,cust_00052,order_702019,order_702020,34999,34999,1787668440,1787668480,failed,captured,wallet,wallet,40,Gateway Retry with Different IDs,93.5,False,0
pay_901931,pay_901932,cust_00044,order_701316,order_701316,7499,7499,1787569247,1787569320,captured,captured,upi,upi,73,Failed UPI Retry,93.5,True,7499
pay_902079,pay_902080,cust_00044,order_701390,order_701390,74999,74999,1787524361,1787524428,captured,captured,upi,upi,67,Failed UPI Retry,93.5,True,74999
pay_902109,pay_902110,cust_00043,order_701405,order_701405,34999,34999,1787584344,1787584412,captured,captured,upi,upi,68,Failed UPI Retry,93.5,True,34999
pay_902063,pay_902064,cust_00172,order_701382,order_701382,7499,7499,1787633649,1787633748,captured,captured,upi,upi,99,Failed UPI Retry,93.5,True,7499
pay_901921,pay_901922,cust_00172,order_701311,order_701311,7499,7499,1787562556,1787562606,captured,captured,upi,upi,50,Failed UPI Retry,93.5,True,7499
pay_901803,pay_901804,cust_00171,order_701252,order_701252,74999,74999,1787660250,1787660318,captured,captured,upi,upi,68,Failed UPI Retry,93.5,True,74999
pay_901999,pay_902000,cust_00170,order_701350,order_701350,9999,9999,1787593715,1787593782,captured,captured,upi,upi,67,Failed UPI Retry,93.5,True,9999
pay_902789,pay_902790,cust_00170,order_702039,order_702040,149999,149999,1787576864,1787576911,failed,captured,netbanking,netbanking,47,Gateway Retry with Different IDs,93.5,False,0
pay_902157,pay_902158,cust_00170,order_701429,order_701429,299999,299999,1787528524,1787528612,captured,captured,upi,upi,88,Failed UPI Retry,93.5,True,299999
pay_902035,pay_902036,cust_00169,order_701368,order_701368,24999,24999,1787683917,1787683964,captured,captured,upi,upi,47,Failed UPI Retry,93.5,True,24999
pay_902095,pay_902096,cust_00047,order_701398,order_701398,199999,199999,1787606574,1787606608,captured,captured,upi,upi,34,Failed UPI Retry,93.5,True,199999
pay_901779,pay_901780,cust_00046,order_701240,order_701240,199999,199999,1787638483,1787638566,captured,captured,upi,upi,83,Failed UPI Retry,93.5,True,199999
pay_901939,pay_901940,cust_00046,order_701320,order_701320,149999,149999,1787618451,1787618556,captured,captured,upi,upi,105,Failed UPI Retry,93.5,True,149999
pay_901339,pay_901340,cust_00046,order_701020,order_701020,34999,34999,1787576532,1787576575,captured,captured,netbanking,netbanking,43,Network Timeout Retry,93.5,True,34999
pay_901383,pay_901384,cust_00046,order_701042,order_701042,24999,24999,1787538678,1787538721,captured,captured,wallet,wallet,43,Network Timeout Retry,93.5,True,24999
pay_902141,pay_902142,cust_00176,order_701421,order_701421,34999,34999,1787576183,1787576249,captured,captured,upi,upi,66,Failed UPI Retry,93.5,True,34999
pay_902891,pay_902892,cust_00175,order_702141,order_702142,19999,19999,1787591918,1787591977,failed,captured,card,card,59,Gateway Retry with Different IDs,93.5,False,0
pay_902121,pay_902122,cust_00175,order_701411,order_701411,4999,4999,1787532265,1787532363,captured,captured,upi,upi,98,Failed UPI Retry,93.5,True,4999
pay_902135,pay_902136,cust_00174,order_701418,order_701418,149999,149999,1787687068,1787687138,captured,captured,upi,upi,70,Failed UPI Retry,93.5,True,149999
pay_901685,pay_901686,cust_00174,order_701193,order_701193,74999,74999,1787587556,1787587589,captured,captured,upi,upi,33,Network Timeout Retry,93.5,True,74999
pay_901903,pay_901904,cust_00174,order_701302,order_701302,9999,9999,1787550897,1787550931,captured,captured,upi,upi,34,Failed UPI Retry,93.5,True,9999
pay_901749,pay_901750,cust_00043,order_701225,order_701225,24999,24999,1787566317,1787566353,captured,captured,upi,upi,36,Failed UPI Retry,93.5,True,24999
pay_901287,pay_901288,cust_00042,order_700994,order_700994,7499,7499,1787603283,1787603323,captured,captured,upi,upi,40,Network Timeout Retry,93.5,True,7499
pay_902727,pay_902728,cust_00042,order_701977,order_701978,149999,149999,1787590856,1787590897,failed,captured,wallet,wallet,41,Gateway Retry with Different IDs,93.5,False,0
pay_902761,pay_902762,cust_00042,order_702011,order_702012,24999,24999,1787564678,1787564736,failed,captured,wallet,wallet,58,Gateway Retry with Different IDs,93.5,False,0
pay_901773,pay_901774,cust_00041,order_701237,order_701237,24999,24999,1787610541,1787610576,captured,captured,upi,upi,35,Failed UPI Retry,93.5,True,24999
pay_902029,pay_902030,cust_00040,order_701365,order_701365,14999,14999,1787687801,1787687916,captured,captured,upi,upi,115,Failed UPI Retry,93.5,True,14999
pay_902859,pay_902860,cust_00045,order_702109,order_702110,249999,249999,1787654859,1787654890,failed,captured,card,card,31,Gateway Retry with Different IDs,93.5,False,0
pay_902089,pay_902090,cust_00045,order_701395,order_701395,299999,299999,1787617699,1787617748,captured,captured,upi,upi,49,Failed UPI Retry,93.5,True,299999
pay_902025,pay_902026,cust_00045,order_701363,order_701363,34999,34999,1787539472,1787539573,captured,captured,upi,upi,101,Failed UPI Retry,93.5,True,34999
pay_902709,pay_902710,cust_00044,order_701959,order_701960,49999,49999,1787676201,1787676240,failed,captured,wallet,wallet,39,Gateway Retry with Different IDs,93.5,False,0
pay_902057,pay_902058,cust_00037,order_701379,order_701379,149999,149999,1787641808,1787641873,captured,captured,upi,upi,65,Failed UPI Retry,93.5,True,149999
pay_901713,pay_901714,cust_00035,order_701207,order_701207,49999,49999,1787661654,1787661744,captured,captured,upi,upi,90,Failed UPI Retry,93.5,True,49999
pay_901253,pay_901254,cust_00034,order_700977,order_700977,299999,299999,1787670437,1787670476,captured,captured,card,card,39,Network Timeout Retry,93.5,True,299999
pay_901653,pay_901654,cust_00178,order_701177,order_701177,149999,149999,1787580518,1787580561,captured,captured,card,card,43,Network Timeout Retry,93.5,True,149999
pay_901751,pay_901752,cust_00177,order_701226,order_701226,49999,49999,1787671596,1787671685,captured,captured,upi,upi,89,Failed UPI Retry,93.5,True,49999
pay_901693,pay_901694,cust_00177,order_701197,order_701197,149999,149999,1787589756,1787589800,captured,captured,upi,upi,44,Network Timeout Retry,93.5,True,149999
pay_902783,pay_902784,cust_00176,order_702033,order_702034,299999,299999,1787660859,1787660902,failed,captured,netbanking,netbanking,43,Gateway Retry with Different IDs,93.5,False,0
pay_901377,pay_901378,cust_00176,order_701039,order_701039,12499,12499,1787639998,1787640038,captured,captured,card,card,40,Network Timeout Retry,93.5,True,12499
pay_901991,pay_901992,cust_00176,order_701346,order_701346,249999,249999,1787618500,1787618578,captured,captured,upi,upi,78,Failed UPI Retry,93.5,True,249999
pay_901909,pay_901910,cust_00176,order_701305,order_701305,249999,249999,1787618134,1787618175,captured,captured,upi,upi,41,Failed UPI Retry,93.5,True,249999
pay_902821,pay_902822,cust_00040,order_702071,order_702072,149999,149999,1787681997,1787682037,failed,captured,wallet,wallet,40,Gateway Retry with Different IDs,93.5,False,0
pay_902099,pay_902100,cust_00040,order_701400,order_701400,249999,249999,1787601141,1787601223,captured,captured,upi,upi,82,Failed UPI Retry,93.5,True,249999
pay_901443,pay_901444,cust_00040,order_701072,order_701072,14999,14999,1787515457,1787515498,captured,captured,card,card,41,Network Timeout Retry,93.5,True,14999
pay_901699,pay_901700,cust_00038,order_701200,order_701200,149999,149999,1787647708,1787647751,captured,captured,card,card,43,Network Timeout Retry,93.5,True,149999
pay_901403,pay_901404,cust_00038,order_701052,order_701052,249999,249999,1787626133,1787626177,captured,captured,upi,upi,44,Network Timeout Retry,93.5,True,249999
pay_902815,pay_902816,cust_00038,order_702065,order_702066,99999,99999,1787590745,1787590795,failed,captured,upi,upi,50,Gateway Retry with Different IDs,93.5,False,0
pay_901885,pay_901886,cust_00181,order_701293,order_701293,249999,249999,1787569786,1787569820,captured,captured,upi,upi,34,Failed UPI Retry,93.5,True,249999
pay_901929,pay_901930,cust_00181,order_701315,order_701315,199999,199999,1787564390,1787564451,captured,captured,upi,upi,61,Failed UPI Retry,93.5,True,199999
pay_901959,pay_901960,cust_00180,order_701330,order_701330,299999,299999,1787630384,1787630455,captured,captured,upi,upi,71,Failed UPI Retry,93.5,True,299999
pay_901477,pay_901478,cust_00179,order_701089,order_701089,199999,199999,1787572508,1787572549,captured,captured,card,card,41,Network Timeout Retry,93.5,True,199999
pay_902155,pay_902156,cust_00179,order_701428,order_701428,9999,9999,1787559217,1787559306,captured,captured,upi,upi,89,Failed UPI Retry,93.5,True,9999
pay_902813,pay_902814,cust_00179,order_702063,order_702064,12499,12499,1787551596,1787551647,failed,captured,card,card,51,Gateway Retry with Different IDs,93.5,False,0
pay_901977,pay_901978,cust_00178,order_701339,order_701339,74999,74999,1787589943,1787590028,captured,captured,upi,upi,85,Failed UPI Retry,93.5,True,74999
pay_902767,pay_902768,cust_00034,order_702017,order_702018,19999,19999,1787659220,1787659262,failed,captured,card,card,42,Gateway Retry with Different IDs,93.5,False,0
pay_902711,pay_902712,cust_00034,order_701961,order_701962,7499,7499,1787638173,1787638210,failed,captured,netbanking,netbanking,37,Gateway Retry with Different IDs,93.5,False,0
pay_901357,pay_901358,cust_00033,order_701029,order_701029,4999,4999,1787598095,1787598127,captured,captured,wallet,wallet,32,Network Timeout Retry,93.5,True,4999
pay_901967,pay_901968,cust_00033,order_701334,order_701334,49999,49999,1787533228,1787533271,captured,captured,upi,upi,43,Failed UPI Retry,93.5,True,49999
